ds,y
2016-11-04,37.92138671875
2016-11-07,38.94155502319336
2016-11-08,39.33917236328125
2016-11-09,39.08039855957031
2016-11-10,37.94825744628906
2016-11-11,37.52327346801758
2016-11-14,36.63050079345703
2016-11-15,37.74571990966797
2016-11-16,38.04380416870117
2016-11-17,38.37971878051758
2016-11-18,37.84773635864258
2016-11-21,38.27869415283203
2016-11-22,38.232418060302734
2016-11-23,37.8701286315918
2016-11-25,37.90446853637695
2016-11-28,38.23091506958008
2016-11-29,38.360313415527344
2016-11-30,37.72332763671875
2016-12-01,37.21971130371094
2016-12-02,37.34810256958008
2016-12-05,37.94626998901367
2016-12-06,37.776573181152344
2016-12-07,38.377723693847656
2016-12-08,38.637996673583984
2016-12-09,39.27845764160156
2016-12-12,39.2774658203125
2016-12-13,39.61735153198242
2016-12-14,39.665626525878906
2016-12-15,39.70444107055664
2016-12-16,39.353599548339844
2016-12-19,39.52280044555664
2016-12-20,39.633277893066406
2016-12-21,39.54071807861328
2016-12-22,39.376495361328125
2016-12-23,39.3093147277832
2016-12-27,39.390926361083984
2016-12-28,39.06745529174805
2016-12-29,38.95499038696289
2016-12-30,38.40907669067383
2017-01-03,39.1217041015625
2017-01-04,39.15951919555664
2017-01-05,39.51384353637695
2017-01-06,40.117488861083984
2017-01-09,40.142364501953125
2017-01-10,40.0498046875
2017-01-11,40.20507049560547
2017-01-12,40.12793731689453
2017-01-13,40.20357894897461
2017-01-17,40.04085159301758
2017-01-18,40.11350631713867
2017-01-19,39.919673919677734
2017-01-20,40.06125259399414
2017-01-23,40.77238464355469
2017-01-24,40.99930953979492
2017-01-25,41.58652877807617
2017-01-26,41.411354064941406
2017-01-27,40.97144317626953
2017-01-30,39.9268913269043
2017-01-31,39.65169143676758
2017-02-01,39.597198486328125
2017-02-02,39.73828125
2017-02-03,39.88558578491211
2017-02-06,39.878116607666016
2017-02-07,40.15829086303711
2017-02-08,40.228458404541016
2017-02-09,40.28718185424805
2017-02-10,40.4917106628418
2017-02-13,40.76890182495117
2017-02-14,40.82911682128906
2017-02-15,40.755958557128906
2017-02-16,41.01374053955078
2017-02-17,41.20832061767578
2017-02-21,41.3869743347168
2017-02-22,41.34218215942383
2017-02-23,41.37055206298828
2017-02-24,41.23668670654297
2017-02-27,41.26853561401367
2017-02-28,40.966461181640625
2017-03-01,41.56512451171875
2017-03-02,41.33572006225586
2017-03-03,41.25857925415039
2017-03-06,41.193885803222656
2017-03-07,41.399417877197266
2017-03-08,41.571598052978516
2017-03-09,41.73631286621094
2017-03-10,41.96373748779297
2017-03-13,42.07769775390625
2017-03-14,42.08168029785156
2017-03-15,42.16031265258789
2017-03-16,42.23893737792969
2017-03-17,42.4051513671875
2017-03-20,42.22002410888672
2017-03-21,41.32725524902344
2017-03-22,41.283958435058594
2017-03-23,40.6862907409668
2017-03-24,40.52953338623047
2017-03-27,40.7823371887207
2017-03-28,40.852508544921875
2017-03-29,41.37452697753906
2017-03-30,41.37901306152344
2017-03-31,41.282466888427734
2017-04-03,41.72985076904297
2017-04-04,41.53178405761719
2017-04-05,41.37452697753906
2017-04-06,41.1988639831543
2017-04-07,41.03912353515625
2017-04-10,41.04210662841797
2017-04-11,40.97343063354492
2017-04-12,41.02170181274414
2017-04-13,40.98387908935547
2017-04-17,41.66117477416992
2017-04-18,41.64375686645508
2017-04-19,41.71292495727539
2017-04-20,41.884117126464844
2017-04-21,41.96075439453125
2017-04-24,42.93463897705078
2017-04-25,43.409393310546875
2017-04-26,43.38102722167969
2017-04-27,43.50643539428711
2017-04-28,45.0844612121582
2017-05-01,45.41340255737305
2017-05-02,45.60598373413086
2017-05-03,46.13349151611328
2017-05-04,46.3634033203125
2017-05-05,46.137969970703125
2017-05-08,46.494773864746094
2017-05-09,46.3887825012207
2017-05-10,46.22007751464844
2017-05-11,46.31064987182617
2017-05-12,46.391265869140625
2017-05-15,46.63312530517578
2017-05-16,46.927730560302734
2017-05-17,45.76423645019531
2017-05-18,46.29273986816406
2017-05-19,46.480350494384766
2017-05-22,46.870994567871094
2017-05-23,47.21735763549805
2017-05-24,47.522911071777344
2017-05-25,48.24847412109375
2017-05-26,48.344520568847656
2017-05-30,48.56398010253906
2017-05-31,48.01557540893555
2017-06-01,48.11958312988281
2017-06-02,48.55004119873047
2017-06-05,48.9521369934082
2017-06-06,48.59831619262695
2017-06-07,48.815792083740234
2017-06-08,48.93870544433594
2017-06-09,47.267616271972656
2017-06-12,46.922752380371094
2017-06-13,47.445274353027344
2017-06-14,47.31389617919922
2017-06-15,46.893394470214844
2017-06-16,46.767486572265625
2017-06-19,47.64284133911133
2017-06-20,47.30743408203125
2017-06-21,47.7463493347168
2017-06-22,47.628910064697266
2017-06-23,48.05189895629883
2017-06-26,47.389041900634766
2017-06-27,46.14792251586914
2017-06-28,46.80282211303711
2017-06-29,45.67316818237305
2017-06-30,45.22230529785156
2017-07-03,44.72317123413086
2017-07-05,45.37060546875
2017-07-06,45.12078857421875
2017-07-07,45.712982177734375
2017-07-10,46.221073150634766
2017-07-11,46.285274505615234
2017-07-12,46.96903610229492
2017-07-13,47.13475036621094
2017-07-14,47.57416534423828
2017-07-17,47.4462776184082
2017-07-18,48.042449951171875
2017-07-19,48.315650939941406
2017-07-20,48.179298400878906
2017-07-21,48.41667556762695
2017-07-24,48.78592300415039
2017-07-25,47.310909271240234
2017-07-26,47.166595458984375
2017-07-27,46.48432922363281
2017-07-28,46.854576110839844
2017-07-31,46.30567932128906
2017-08-01,46.32209777832031
2017-08-02,46.30020523071289
2017-08-03,45.96479034423828
2017-08-04,46.17927169799805
2017-08-07,46.24894332885742
2017-08-08,46.12104797363281
2017-08-09,45.927467346191406
2017-08-10,45.14815902709961
2017-08-11,45.50397491455078
2017-08-14,45.916019439697266
2017-08-15,45.89362716674805
2017-08-16,46.12950897216797
2017-08-17,45.33427429199219
2017-08-18,45.31884765625
2017-08-21,45.11929702758789
2017-08-22,46.01654815673828
2017-08-23,46.131500244140625
2017-08-24,45.84684753417969
2017-08-25,45.57862091064453
2017-08-28,45.4751091003418
2017-08-29,45.847347259521484
2017-08-30,46.2593994140625
2017-08-31,46.74509048461914
2017-09-01,46.646060943603516
2017-09-05,46.20365905761719
2017-09-06,46.171810150146484
2017-09-07,46.5768928527832
2017-09-08,46.10661697387695
2017-09-11,46.235008239746094
2017-09-12,46.38380813598633
2017-09-13,46.534095764160156
2017-09-14,46.037445068359375
2017-09-15,45.797576904296875
2017-09-18,45.53432846069336
2017-09-19,45.87322235107422
2017-09-20,46.35942077636719
2017-09-21,46.40271759033203
2017-09-22,46.207637786865234
2017-09-25,45.8314208984375
2017-09-26,46.02500915527344
2017-09-27,47.00187683105469
2017-09-28,47.25119400024414
2017-09-29,47.72943115234375
2017-10-02,47.43880844116211
2017-10-03,47.66374206542969
2017-10-04,47.359683990478516
2017-10-05,48.269371032714844
2017-10-06,48.71377182006836
2017-10-09,48.619712829589844
2017-10-10,48.400753021240234
2017-10-11,49.229331970214844
2017-10-12,49.158660888671875
2017-10-13,49.25072479248047
2017-10-16,49.36617660522461
2017-10-17,49.37513732910156
2017-10-18,49.40648651123047
2017-10-19,48.990455627441406
2017-10-20,49.17707443237305
2017-10-23,48.19423294067383
2017-10-24,48.29823684692383
2017-10-25,48.437076568603516
2017-10-26,48.39876174926758
2017-10-27,50.72325134277344
2017-10-30,50.615760803222656
2017-10-31,50.59237289428711
2017-11-01,51.03328323364258
2017-11-02,51.037261962890625
2017-11-03,51.380638122558594
2017-11-06,51.05318832397461
2017-11-07,51.422935485839844
2017-11-08,51.747406005859375
2017-11-09,51.319923400878906
2017-11-10,51.16117477416992
2017-11-13,51.04572296142578
2017-11-14,51.058162689208984
2017-11-15,50.804866790771484
2017-11-16,51.38163375854492
2017-11-17,50.71429443359375
2017-11-20,50.67896270751953
2017-11-21,51.48066329956055
2017-11-22,51.55381774902344
2017-11-24,51.785221099853516
2017-11-27,52.462013244628906
2017-11-28,52.12361526489258
2017-11-29,50.842185974121094
2017-11-30,50.829750061035156
2017-12-01,50.2703971862793
2017-12-04,49.69860076904297
2017-12-05,50.02057647705078
2017-12-06,50.67896270751953
2017-12-07,51.303504943847656
2017-12-08,51.608062744140625
2017-12-11,51.80960464477539
2017-12-12,51.77874755859375
2017-12-13,51.785221099853516
2017-12-14,52.210208892822266
2017-12-15,52.95866012573242
2017-12-18,53.60310745239258
2017-12-19,53.28163528442383
2017-12-20,52.996482849121094
2017-12-21,52.9307975769043
2017-12-22,52.75612258911133
2017-12-26,52.58791732788086
2017-12-27,52.221153259277344
2017-12-28,52.15994644165039
2017-12-29,52.0733528137207
2018-01-02,52.99897003173828
2018-01-03,53.86885452270508
2018-01-04,54.063926696777344
2018-01-05,54.85169219970703
2018-01-08,55.086082458496094
2018-01-09,55.05224609375
2018-01-10,54.870609283447266
2018-01-11,55.01542282104492
2018-01-12,55.84847640991211
2018-01-16,55.8235969543457
2018-01-17,56.332183837890625
2018-01-18,56.22319793701172
2018-01-19,56.607383728027344
2018-01-22,57.51806640625
2018-01-23,58.22273254394531
2018-01-24,57.937583923339844
2018-01-25,58.242637634277344
2018-01-26,58.51484680175781
2018-01-29,58.50190734863281
2018-01-30,57.910213470458984
2018-01-31,58.22123718261719
2018-02-01,58.109764099121094
2018-02-02,55.33292007446289
2018-02-05,52.541141510009766
2018-02-06,53.77529525756836
2018-02-07,52.181846618652344
2018-02-08,49.839935302734375
2018-02-09,51.644386291503906
2018-02-12,52.34905242919922
2018-02-13,52.35700988769531
2018-02-14,53.23286819458008
2018-02-15,54.21919631958008
2018-02-16,54.48194885253906
2018-02-20,54.86314392089844
2018-02-21,55.3050537109375
2018-02-22,55.07066345214844
2018-02-23,56.073909759521484
2018-02-26,56.91790771484375
2018-02-27,55.65091323852539
2018-02-28,54.976104736328125
2018-03-01,53.22391128540039
2018-03-02,53.69169235229492
2018-03-05,54.289363861083984
2018-03-06,54.4948844909668
2018-03-07,55.2204475402832
2018-03-08,56.03459167480469
2018-03-09,57.72856521606445
2018-03-12,57.95051956176758
2018-03-13,56.64022445678711
2018-03-14,57.203556060791016
2018-03-15,57.208038330078125
2018-03-16,56.518798828125
2018-03-19,54.73176574707031
2018-03-20,54.626766204833984
2018-03-21,54.286869049072266
2018-03-22,52.206722259521484
2018-03-23,50.83770751953125
2018-03-26,52.41225051879883
2018-03-27,50.01809310913086
2018-03-28,49.99121856689453
2018-03-29,51.34629821777344
2018-04-02,50.086273193359375
2018-04-03,50.43163299560547
2018-04-04,51.0153694152832
2018-04-05,51.14823532104492
2018-04-06,50.1146354675293
2018-04-09,50.53314971923828
2018-04-10,51.338836669921875
2018-04-11,50.758087158203125
2018-04-12,51.38212966918945
2018-04-13,51.22089767456055
2018-04-16,51.65433883666992
2018-04-17,53.45481872558594
2018-04-18,53.3513069152832
2018-04-19,54.12862014770508
2018-04-20,53.39509582519531
2018-04-23,53.12089538574219
2018-04-24,50.758583068847656
2018-04-25,50.818302154541016
2018-04-26,51.75685501098633
2018-04-27,51.259708404541016
2018-04-30,50.626708984375
2018-05-01,51.62099838256836
2018-05-02,50.97754669189453
2018-05-03,50.9447021484375
2018-05-04,52.163429260253906
2018-05-07,52.490875244140625
2018-05-08,52.447086334228516
2018-05-09,53.882789611816406
2018-05-10,54.61979675292969
2018-05-11,54.65413284301758
2018-05-14,54.750675201416016
2018-05-15,53.707115173339844
2018-05-16,53.833518981933594
2018-05-17,53.67527389526367
2018-05-18,53.066654205322266
2018-05-21,53.72453689575195
2018-05-22,53.23435592651367
2018-05-23,53.73000717163086
2018-05-24,53.707618713378906
2018-05-25,53.529457092285156
2018-05-29,52.766075134277344
2018-05-30,53.138309478759766
2018-05-31,53.9937629699707
2018-06-01,55.711124420166016
2018-06-04,56.695960998535156
2018-06-05,56.714378356933594
2018-06-06,56.57603073120117
2018-06-07,55.928096771240234
2018-06-08,55.77930450439453
2018-06-11,56.233154296875
2018-06-12,56.69745635986328
2018-06-13,56.47201919555664
2018-06-14,57.33443832397461
2018-06-15,57.34140396118164
2018-06-18,58.39640808105469
2018-06-19,58.127681732177734
2018-06-20,58.21626281738281
2018-06-21,57.61013412475586
2018-06-22,57.501644134521484
2018-06-25,55.97537612915039
2018-06-26,55.65937042236328
2018-06-27,54.93878173828125
2018-06-28,55.448368072509766
2018-06-29,55.51953887939453
2018-07-02,56.10725402832031
2018-07-03,54.884544372558594
2018-07-05,55.94850158691406
2018-07-06,56.73975372314453
2018-07-09,57.430477142333984
2018-07-10,57.370262145996094
2018-07-11,57.42301559448242
2018-07-12,58.89504623413086
2018-07-13,59.16078567504883
2018-07-16,58.91395568847656
2018-07-17,59.657432556152344
2018-07-18,59.512123107910156
2018-07-19,59.0682258605957
2018-07-20,58.966209411621094
2018-07-23,59.99085998535156
2018-07-24,62.10982131958008
2018-07-25,62.88713836669922
2018-07-26,63.117549896240234
2018-07-27,61.63307571411133
2018-07-30,60.699501037597656
2018-07-31,60.57608413696289
2018-08-01,60.71293640136719
2018-08-02,61.018489837646484
2018-08-03,60.89706802368164
2018-08-06,60.94981384277344
2018-08-07,61.81820297241211
2018-08-08,61.98689651489258
2018-08-09,62.160579681396484
2018-08-10,61.58879089355469
2018-08-13,61.45940017700195
2018-08-14,61.812232971191406
2018-08-15,60.43276596069336
2018-08-16,60.040122985839844
2018-08-17,59.76492691040039
2018-08-20,60.10382080078125
2018-08-21,59.79777145385742
2018-08-22,60.08192443847656
2018-08-23,59.984886169433594
2018-08-24,60.744781494140625
2018-08-27,61.79829406738281
2018-08-28,61.26730728149414
2018-08-29,62.1705322265625
2018-08-30,61.66393280029297
2018-08-31,60.62236785888672
2018-09-04,59.5678596496582
2018-09-05,59.04433822631836
2018-09-06,58.29587936401367
2018-09-07,57.966941833496094
2018-09-10,57.95748519897461
2018-09-11,58.59048843383789
2018-09-12,57.86691665649414
2018-09-13,58.48946762084961
2018-09-14,58.350128173828125
2018-09-17,57.5300178527832
2018-09-18,57.787296295166016
2018-09-19,58.278465270996094
2018-09-20,59.06373977661133
2018-09-21,58.02964401245117
2018-09-24,58.391929626464844
2018-09-25,58.95326614379883
2018-09-26,58.746253967285156
2018-09-27,59.450416564941406
2018-09-28,59.392189025878906
2018-10-01,59.48375701904297
2018-10-02,59.72262954711914
2018-10-03,59.863956451416016
2018-10-04,58.13414764404297
2018-10-05,57.594703674316406
2018-10-08,57.17768478393555
2018-10-09,56.67257308959961
2018-10-10,53.80615234375
2018-10-11,53.71159744262695
2018-10-12,55.24235153198242
2018-10-15,54.35504913330078
2018-10-16,55.799705505371094
2018-10-17,55.521522521972656
2018-10-18,54.14205551147461
2018-10-19,54.56455612182617
2018-10-22,54.79844665527344
2018-10-23,54.924354553222656
2018-10-24,52.287837982177734
2018-10-25,54.520267486572266
2018-10-26,53.32094955444336
2018-10-29,50.7635612487793
2018-10-30,51.566261291503906
2018-10-31,53.58470153808594
2018-11-01,53.2477912902832
2018-11-02,52.64017105102539
2018-11-05,51.75934600830078
2018-11-06,52.5416374206543
2018-11-07,54.41177749633789
2018-11-08,53.8648681640625
2018-11-09,53.05620193481445
2018-11-12,51.68669128417969
2018-11-13,51.55829620361328
2018-11-14,51.9370002746582
2018-11-15,52.98453903198242
2018-11-16,52.82429885864258
2018-11-19,50.75958251953125
2018-11-20,51.04622268676758
2018-11-21,51.635929107666016
2018-11-23,50.95266342163086
2018-11-26,52.18383026123047
2018-11-27,51.974327087402344
2018-11-28,54.05546569824219
2018-11-29,54.15848159790039
2018-11-30,54.46353530883789
2018-12-03,55.060707092285156
2018-12-04,52.293312072753906
2018-12-06,53.184593200683594
2018-12-07,51.58467102050781
2018-12-10,51.73247146606445
2018-12-11,52.339599609375
2018-12-12,52.93328094482422
2018-12-13,52.844703674316406
2018-12-14,51.85936737060547
2018-12-17,50.58689880371094
2018-12-18,51.19302749633789
2018-12-19,50.90937042236328
2018-12-20,50.232574462890625
2018-12-21,48.746116638183594
2018-12-24,48.580902099609375
2018-12-26,51.727989196777344
2018-12-27,51.94795227050781
2018-12-28,51.609554290771484
2018-12-31,51.536399841308594
2019-01-02,52.04598617553711
2019-01-03,50.563507080078125
2019-01-04,53.28312683105469
2019-01-07,53.16767120361328
2019-01-08,53.56031036376953
2019-01-09,53.47969436645508
2019-01-10,53.264217376708984
2019-01-11,52.61031723022461
2019-01-14,51.98826599121094
2019-01-15,53.60360336303711
2019-01-16,53.793704986572266
2019-01-17,54.238101959228516
2019-01-18,54.65413284301758
2019-01-22,53.27367401123047
2019-01-23,53.524986267089844
2019-01-24,53.441871643066406
2019-01-25,54.2923469543457
2019-01-28,53.251773834228516
2019-01-29,52.781002044677734
2019-01-30,54.1963005065918
2019-01-31,55.555362701416016
2019-02-01,55.275691986083984
2019-02-04,56.37299346923828
2019-02-05,57.02938461303711
2019-02-06,55.498634338378906
2019-02-07,54.67652893066406
2019-02-08,54.4948844909668
2019-02-11,54.49239730834961
2019-02-12,55.80418395996094
2019-02-13,55.74396896362305
2019-02-14,55.819114685058594
2019-02-15,55.420005798339844
2019-02-19,55.66435241699219
2019-02-20,55.42746353149414
2019-02-21,54.58993911743164
2019-02-22,55.25677490234375
2019-02-25,55.20851135253906
2019-02-26,55.49365997314453
2019-02-27,55.53944396972656
2019-02-28,55.732025146484375
2019-03-01,56.78055953979492
2019-03-04,57.11945724487305
2019-03-05,57.827606201171875
2019-03-06,57.62009048461914
2019-03-07,56.8955192565918
2019-03-08,56.84674835205078
2019-03-11,58.5108642578125
2019-03-12,59.37874984741211
2019-03-13,59.384727478027344
2019-03-14,58.9980583190918
2019-03-15,58.94381332397461
2019-03-18,58.933860778808594
2019-03-19,59.6599235534668
2019-03-20,60.910003662109375
2019-03-21,61.286720275878906
2019-03-22,59.99085998535156
2019-03-25,59.36880111694336
2019-03-26,58.951778411865234
2019-03-27,58.37451171875
2019-03-28,58.149078369140625
2019-03-29,58.38894271850586
2019-04-01,59.439964294433594
2019-04-02,59.741539001464844
2019-04-03,60.01176071166992
2019-04-04,60.46361541748047
2019-04-05,60.072959899902344
2019-04-08,59.90824890136719
2019-04-09,59.580299377441406
2019-04-10,59.824642181396484
2019-04-11,59.94706344604492
2019-04-12,60.606441497802734
2019-04-15,60.767181396484375
2019-04-16,61.067256927490234
2019-04-17,61.52558517456055
2019-04-18,61.52708053588867
2019-04-22,62.147640228271484
2019-04-23,62.929439544677734
2019-04-24,62.50395584106445
2019-04-25,62.874698638916016
2019-04-26,63.30914306640625
2019-04-29,64.07551574707031
2019-04-30,59.14386749267578
2019-05-01,58.1286735534668
2019-05-02,57.85646438598633
2019-05-03,58.9905891418457
2019-05-06,59.18915557861328
2019-05-07,58.428260803222656
2019-05-08,58.03860092163086
2019-05-09,57.84501647949219
2019-05-10,57.9390754699707
2019-05-13,56.334678649902344
2019-05-14,55.757904052734375
2019-05-15,57.93608474731445
2019-05-16,58.67110824584961
2019-05-17,57.84104537963867
2019-05-20,56.674068450927734
2019-05-21,57.21052169799805
2019-05-22,57.29960250854492
2019-05-23,56.769615173339844
2019-05-24,56.406333923339844
2019-05-28,56.4401741027832
2019-05-29,55.559844970703125
2019-05-30,55.63399124145508
2019-05-31,54.92136764526367
2019-06-03,51.56725311279297
2019-06-04,52.40428924560547
2019-06-05,51.86534118652344
2019-06-06,51.97084426879883
2019-06-07,53.050724029541016
2019-06-10,53.764347076416016
2019-06-11,53.681739807128906
2019-06-12,53.59764099121094
2019-06-13,54.18186950683594
2019-06-14,54.01167297363281
2019-06-17,54.367488861083984
2019-06-18,54.91987609863281
2019-06-19,54.8566780090332
2019-06-20,55.30903244018555
2019-06-21,55.829566955566406
2019-06-24,55.513065338134766
2019-06-25,54.061439514160156
2019-06-26,53.73548889160156
2019-06-27,53.546875
2019-06-28,53.79072189331055
2019-07-01,54.63870620727539
2019-07-02,55.300567626953125
2019-07-03,55.81463623046875
2019-07-05,56.312774658203125
2019-07-08,55.55437469482422
2019-07-09,55.976375579833984
2019-07-10,56.755184173583984
2019-07-11,56.940799713134766
2019-07-12,56.97513961791992
2019-07-15,57.245853424072266
2019-07-16,57.40708923339844
2019-07-17,57.047298431396484
2019-07-18,57.046302795410156
2019-07-19,56.23862838745117
2019-07-22,56.635250091552734
2019-07-23,57.04033279418945
2019-07-24,56.622310638427734
2019-07-25,56.339149475097656
2019-07-26,62.225772857666016
2019-07-29,61.678367614746094
2019-07-30,60.96822738647461
2019-07-31,60.547218322753906
2019-08-01,60.165531158447266
2019-08-02,59.41807174682617
2019-08-05,57.344390869140625
2019-08-06,58.221736907958984
2019-08-07,58.42278289794922
2019-08-08,59.95602035522461
2019-08-09,59.1204833984375
2019-08-12,58.458614349365234
2019-08-13,59.581295013427734
2019-08-14,57.940067291259766
2019-08-15,58.087867736816406
2019-08-16,58.60243606567383
2019-08-19,59.640018463134766
2019-08-20,58.85573196411133
2019-08-21,59.28171157836914
2019-08-22,59.19612121582031
2019-08-23,57.29313278198242
2019-08-26,58.168983459472656
2019-08-27,58.116729736328125
2019-08-28,58.27498245239258
2019-08-29,59.3613395690918
2019-08-30,59.12495422363281
2019-09-03,58.144100189208984
2019-09-04,58.79203414916992
2019-09-05,60.283470153808594
2019-09-06,59.962486267089844
2019-09-09,59.936614990234375
2019-09-10,60.01573181152344
2019-09-11,60.72089767456055
2019-09-12,61.42158126831055
2019-09-13,61.68582534790039
2019-09-16,61.27477264404297
2019-09-17,61.167781829833984
